,b0_true,b0_estimate,lambda_true,lambda_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate
226,2.4737572919007977,2.316221186679515,0.1741083627486467,0.1,0.6309753237176147,0.6957059598957313,1.9093058548665285,1.951575016516391,-1.9678132624209712,-2.0624396721840847
227,3.834792537718461,3.723109435884468,0.2756907766616422,0.2257500881249634,0.82705091624599,0.8525796928582487,-2.771869611250096,-2.7626482654869253,0.3137246049830045,0.3259037343267703
228,4.384304669144656,4.055645619792052,0.6225672271271063,0.4804297059820216,0.606585793761163,0.6832348784287263,1.980865950898183,2.038477241266034,0.8141510063317419,0.8895648851976016
229,4.563589585146809,4.7660961052413136,0.8489084018640984,0.897058096332871,0.7537647545187891,0.7293961573853989,2.0634670476069377,2.0985047960904413,-0.6764188476529378,-0.6443423484971599
230,3.4752185245799083,3.638565417535789,1.0595675870522456,1.1190600675380564,0.3679656949355906,0.3452942765580181,-0.0997842192742262,-0.0818683895643557,-2.947132382056891,-2.967345944869242
231,2.301728013217102,2.508552948163104,0.6666384716621431,0.7274419999045103,0.2155874103979836,0.1465869511770794,-0.8031845643102404,-0.8300781175632039,0.0084591911755467,0.010886899483035
232,2.492710114662534,2.441725968733635,1.8881095019989496,1.887954258557892,0.3473630405452714,0.3628101491848402,2.7402766378740955,2.743689709938447,1.0892167195732132,1.130225134418788
233,3.0493445892517665,3.1862348066656256,0.2943141870019649,0.3472386069334142,0.5245370362908961,0.4735370605178376,0.932780848931518,0.9140040955125708,-0.2296855685325542,-0.2129121329249052
234,4.61365885676689,4.240806170729056,1.591401370985627,1.4356542325234565,0.3077526004112491,0.3990429371663296,1.8123601057760688,1.8932504299939557,1.4135623943828606,1.517416665374086
235,2.596497516699882,2.47010743520955,0.1386612978263897,0.1000497170766534,0.1541952592689137,0.1827250407332134,-2.078833770519004,-2.072879994929792,-2.3322611099967245,-2.357543605146624
236,3.357759704395957,3.3516452719946277,0.7033959690209138,0.6690998991612561,0.710403194563484,0.7028635072917105,-0.1013759795935755,-0.0732055624476293,1.2487969133140062,1.26130888539493
237,3.225201852349124,3.111039438697274,1.1587970311458915,1.0990033961941728,0.3738395699277015,0.3825363620870842,-1.2007395161694503,-1.182535124894744,-2.484739527695913,-2.4549989684494684
238,2.217780528024499,2.225906552891574,0.8384012492331645,0.8631106763722014,0.9805523157070684,0.9902270627266054,1.6279010929110036,1.6001092459350703,2.4147700230325286,2.4645648907963085
239,3.326152307587296,3.926485314945329,1.4730517831038965,1.982789588093247,0.4146997955772403,0.3443127612626589,2.8759088697810893,2.651949382079293,-0.6353661341989925,-0.5672095738327994
240,4.507150912883288,4.862151976154342,0.3094735417736723,0.5312909900947722,0.427214588487603,0.3448482648497958,-2.031328817439056,-1.913766726704723,1.892799603904455,1.8245656405877584
241,4.164248828594833,4.129265910074094,0.7647797372888799,0.7180280251645687,0.9812681877304656,0.9855936121016768,-1.70943865246377,-1.7273602823822558,1.8762132778669545,1.8374624766041208
242,2.521533275412211,2.502106540173068,1.701033434105701,1.6969358529049892,0.5565637875330893,0.5695621766660008,0.6549879926429005,0.6468192816961978,0.3469947637208668,0.3790058030875244
243,4.129459645385086,4.450994507916678,1.360739709301547,1.483865185016381,0.9683420963458828,0.9246273967115476,-0.9756597659517354,-0.962237279348369,0.014762166142588,0.0360382047127271
244,2.255128626536389,2.0786325479411305,1.029300180399841,0.9335931917996776,0.1646755787729311,0.2236762267610926,-0.0098065960058837,-0.0063794620743457,-0.3408402998451108,-0.289978094779019
245,2.1057945573150367,2.0,1.3004086299509727,1.1744727800609056,0.958574879453418,0.9820901727190194,1.0363105792158085,1.0595756385323,1.312426658355667,1.3981304407005126
246,2.5365732181707727,2.4785437951964124,0.2387209856050117,0.1735256715475134,0.9570124187008956,0.9726787787713936,-2.357480299801974,-2.354105914436083,1.0932785425284712,1.0754821960214147
247,3.214923449028545,3.1273178071787524,0.9792939325478336,0.9807543069056818,0.3207777911383309,0.3462088483269652,-2.6059756378755403,-2.6042309768463525,1.738971839537231,1.7116779976141745
248,4.85907285922374,4.855806171715139,1.092254868596663,1.0531700148426282,0.166736495198484,0.1207661525812357,0.1855316725560041,0.1871798273792694,-0.491197319866929,-0.4880004172697806
249,2.643319231105287,2.5922829869201403,0.995751549526104,1.007852528927321,0.5277519241433171,0.551751719582573,0.6370508388797897,0.6168759776810473,-0.4013749503941375,-0.3435485816951921
250,4.932441933359072,3.532836406750511,1.6029305729637786,0.6835749560913778,0.7171817435790939,0.9268759997592464,-1.988634890751669,-2.2548995814344206,2.169110280221261,2.479511096571702
251,2.372106991916372,2.7799711822487003,1.0150265180198492,1.2944857703816708,0.5026753194870147,0.4462937686052484,-2.6216041705464077,-2.5273148020642,-0.8796835106533556,-0.8700436664701433
252,4.410781062340281,4.824893489284271,1.3663466992991695,1.6267260017342862,0.314238320058213,0.2676580589089563,-0.7917463720976878,-0.7655636429880425,2.9287755945645317,2.8682713034454217
253,3.856729469340949,3.970377153380922,0.1992456005313729,0.20839553070214,0.5902016182660131,0.5355873773104198,0.8274366968015103,0.8325813994921235,1.1197936379936622,1.1125537825525358
254,2.4075543192556497,2.444244839244119,1.4388241491506797,1.466335205680106,0.8430003764306794,0.8393725647018238,0.2506331036908675,0.1935985227655718,-1.8015901920111463,-1.7703281632615733
255,4.865498944852317,4.9467790189131,0.8403928358250004,0.742830567027355,0.8534142679623372,0.8208494522363545,2.8742436328437524,2.956885115252657,0.4112187057973098,0.4124200746552464
256,4.252208309432308,4.2746995298117145,1.4076632315489572,1.3941168229180307,0.338027843571572,0.3584583807216922,-0.8456251830636878,-0.8883424565111464,2.378693741014278,2.450432313130407
257,3.491537593701465,3.385064679940041,1.655279635642125,1.5788331203711317,0.8805976472694126,0.889556600563247,-0.8905381607198273,-0.8649098507999143,-0.9983348755731368,-0.9348973119603032
258,2.4104744905238045,2.10415221738291,1.5134350157308691,1.110760090822147,0.3512987951720627,0.3916826955138098,-2.3070899001466687,-2.490449986703129,2.515769250287672,2.6269600077480533
259,3.8993044057214985,4.400559417573686,0.3935904831409884,0.4745684340070508,0.5565692161167436,0.3535832016545046,0.0035611375411279,0.0235899302705246,-0.2095448971267133,-0.2332448122440496
