,b0_true,b0_estimate,lambda_true,lambda_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate,mu3_true,mu3_estimate,mu4_true,mu4_estimate
0,3.232861582121417,4.449581592993543,0.9504449537056544,1.9715855928080328,0.91888251765511,0.8383159076612248,-0.8051035845891348,-0.7135034974167893,-0.6680817225732583,-0.6491829649776364,2.70709496469327,2.789767292791417,1.5410850543194123,1.534307502113853
1,3.7640323585819138,4.308886469610069,0.542255507544364,1.0134559328528894,0.5943455705572562,0.5877418592825545,-0.4518275009422809,-0.440938947679262,-1.9721158214542835,-2.0980843936837803,2.147781883932232,2.118970743136371,-0.955657379340852,-0.9738780486341184
2,3.93736110930234,3.1719506989238027,0.8605769988042719,0.5353685518120547,0.5056610027641681,0.7298853640430389,-0.875154292899222,-0.953041429002881,-0.0567369910721005,-0.075843720498834,0.5197828757944991,0.5446922677651616,-1.4299062335059478,-1.5521391779574365
3,2.6592309339634035,3.4682981772778145,0.926434673494598,1.875090522849076,0.7024558560081194,0.6738875247148862,1.224868693520636,1.2634824467849035,2.78862573668773,2.914432363101453,0.025514972820356,0.0191258387099473,0.2279447520577564,0.2501519954716846
4,2.358205188507718,2.8119510145607425,0.9481349165286048,2.0,0.5791175778401809,0.6176156668086986,0.7843854196166915,0.9644628557586844,2.444044797737168,2.715485940167456,0.8000681405047299,0.9322363528482096,2.7379656000770387,3.0
5,2.6045502930023403,3.822932823374795,0.3682404425536249,1.7769009628811954,0.6322237216886395,0.5535065363668766,-1.7428094110417864,-1.7040514076063749,-1.5704493414111285,-1.562587866561432,2.992741984487035,2.838130014824161,-0.7070638512522789,-0.7686658971635786
6,4.471859434469804,5.0,1.005410731128113,1.800776329970527,0.3493705934710878,0.4794839104482481,-2.380590449703925,-2.8941604132346828,-2.3678019046804044,-2.874842037820008,-2.51545127098599,-3.0,-0.2972566538004135,-0.3229838246453759
7,2.341104088468198,2.5300529667345377,0.7954124983430453,1.0191068274483297,0.7392892664584804,0.7402892597653198,0.2850447002194545,0.3520308060466783,-0.7116267633453301,-0.8068395985882587,2.37351135060308,2.453450990888321,0.6856434428383211,0.6647164267232646
8,2.1267519661806,2.000000038919397,1.1729827360391882,1.346311342786819,0.6554251869446263,0.7438922051837603,1.6026246245606712,1.972573876379899,1.379469109130794,1.8351444364426683,-0.327805455749486,-0.2886260679364966,2.4617394601206666,3.0
9,3.2471916828444187,4.809616981929246,0.1111384533046375,1.8566133912409328,0.8922048480409078,0.8571337301791542,-2.542503635103226,-2.590195942652821,-2.163363757353024,-2.3193612277151288,2.3251981588057262,2.4179551807314645,0.6834071860196633,0.7640567592796919
10,4.127324157539804,4.017709774286979,1.8000325714192904,1.833795178040352,0.7340160276531025,0.8173593825679457,1.1133445220694471,1.2401159124571834,1.5152440162805274,1.664550413294759,1.5852838745911038,1.7760357830584177,-0.4824343170054448,-0.5048232172691547
11,4.204922676382817,4.966380277180537,1.1189514720685412,2.0,0.6289017524477482,0.6605773641462032,-0.4071494669823394,-0.4340190454821401,-2.107292828006247,-2.229114643762799,-1.1045876169656903,-1.1404114901607891,-2.8575477983923205,-3.0
12,3.808246206620059,5.0,0.1129179030132439,1.6433613885322305,0.2051186367209061,0.2337282964734446,2.9697669674456417,3.0,-2.3380275036473988,-2.6109576521971647,2.448000700032381,2.644219108122428,2.391176687752429,2.5585033474586494
13,4.981445318388391,5.0,1.5243741916171798,1.8098288976249548,0.9054671456142764,1.0,2.322546576237757,2.618287545618808,2.7965376584096617,3.0,-0.1849236429271776,-0.2333437526900878,-0.5853655536757658,-0.5990895189544718
14,4.815081446461986,4.667975868613178,0.216041863184326,0.2993480691053494,0.3662459393461464,0.4417783062533299,-1.166835107430822,-1.1576825448454853,-0.8537955568820996,-0.9102734143037504,1.3972832143483866,1.4162769131875466,-2.860943123502397,-2.8714656257007123
15,2.121371287268964,2.1952586886619625,0.6456021547190068,0.6626753953967853,0.6754772698078486,0.6792129495133488,-0.0821805594782179,-0.1543831928027325,-1.6015345342198406,-1.5696275616949789,0.2250639596537111,0.2786114044777111,1.0579862230974213,1.0293833807517174
16,2.44893570973279,3.111888104162732,0.8404729511013221,2.0,0.7339164188209779,0.7861842514667275,2.3377369388344507,3.0,-2.363457856924804,-3.0,2.1978845208855207,2.831595871756305,2.156397639378405,2.9671466666345867
17,2.3788106148998818,2.6197521964538177,1.3963016581568617,2.0,0.918249074699143,0.964592412306184,-2.198284030404002,-2.4673813940180795,1.273409698277245,1.4794607959700834,1.6695848627165506,1.87227064768986,-1.524375722922872,-1.829501501054351
18,3.769938700295159,4.113642007990872,0.8582802834106005,1.1294666239815712,0.536853444312115,0.5185877196253593,0.4297753112796845,0.4294251316953968,-0.7219994839182591,-0.7489736835051755,-2.22938569257144,-2.286979092978658,-0.8130465471654917,-0.7866095570015609
19,4.857969654905808,4.521908055680882,1.290728088462056,1.2190139110417988,0.6447578562339977,0.7764747053389541,-1.68033381808134,-1.7674515896108212,-1.973060237715714,-2.2371586415389904,-0.5195329502963975,-0.5505291885103447,1.7480095311752937,1.947546565359512
20,4.011943029902805,5.0,0.830967498761191,1.4199179607816337,0.5113479626023422,0.4066502048859759,-0.7024659546333067,-0.7098966354857101,0.3644891531775063,0.3518702215865636,2.647815073210084,2.5290418662456102,-0.7179280099158896,-0.672724386623152
21,3.689171473380764,4.349437933408263,0.9118141516358864,1.633938389699784,0.149701436702257,0.1837563432477382,-1.4648817444882465,-1.6184910872081766,-0.961668065882072,-1.1006098121450067,2.523381577219064,2.781755584004027,0.871338598491086,0.9507987950923198
22,4.9832074201927234,4.912272772030164,1.3201330756935603,1.999998685534048,0.7249992455696761,0.9097642366770288,-2.63409989542456,-3.0,1.4842908671763435,1.7940812706793707,0.2657438946425901,0.2640214422581198,-2.2030948264312444,-2.5419645995377054
23,4.261674830695389,5.0,1.0809413065967255,1.9021685568861133,0.9805662523042784,1.0,0.5694266191851907,0.6166989604670691,0.5776771118574571,0.5558868298459287,1.403520927535807,1.4755802536807665,2.934142163043398,3.0
24,3.7615337270101774,5.0,0.4365752067290191,1.3806553341263446,0.987843534252653,0.8990423041706606,-0.7326118664467538,-0.773039463876633,2.5283216676412748,2.522842008427517,-0.8208001181321529,-0.8457341394251182,2.369985145800707,2.374363245456225
25,3.374300535774664,2.589031831175564,1.686022307683149,1.199505255826379,0.7332420709494494,0.8927890382490123,-0.1599551348021755,-0.1329807203516461,-1.9197952377361485,-2.088921619343333,0.0212231193309879,0.0795347946088954,0.9302626513080916,0.9954682056180412
26,4.218162527008823,5.0,1.1495928050854431,1.848573355557861,0.3705677528589663,0.3669918962562982,1.8135188228527968,1.971769516042524,0.5436472717774765,0.5238234636440905,-2.7049009200001235,-2.782146947514577,-0.190937710334542,-0.1901663485474859
