,b0_true,b0_estimate,lambda_true,lambda_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate,mu3_true,mu3_estimate,mu4_true,mu4_estimate
120,3.0103251442422065,3.120172666304783,0.762800374998175,0.930043471465759,0.5130723267243834,0.5171979213674821,-0.8853380432496942,-0.9249629092095049,1.1637406592426478,1.1088065336016584,-1.5280041519123875,-1.535686338714405,-2.6851169029279567,-2.6069498220870413
121,3.59955359942901,3.7045939424341423,1.0143299708947515,1.0392102742005442,0.19256856489058163,0.17423426646045098,0.2744146403157335,0.23394103239288366,2.965712966402604,2.908136791163667,-2.7423424812452444,-2.56735650679297,-0.8682093781471218,-0.8297161429884752
122,4.893882843774344,4.681833184929523,1.3317381652334257,1.1576647275264569,0.35507210831510827,0.3805522401391288,-2.3719504771071067,-2.3652416714895628,-1.526422534847729,-1.5813987856816172,0.4413032974034876,0.47255049240153746,2.8431681120374708,2.8665957088552645
123,2.399135878220114,3.1717652580417335,0.7822369483582545,1.999985632239404,0.6302773661259891,0.5829490571359688,-2.818595779522963,-2.8594849086072847,2.7205635476405585,2.6798093936474343,1.5174911818249839,1.5164375116401887,-2.9131583547063973,-2.742707411577451
124,4.542161452814013,4.219722277832323,1.6758748117353734,1.4999491605680713,0.2211213937827926,0.27069968002094913,0.1560928483997055,0.0835499171315578,-0.4461441254672469,-0.4664457759641707,-2.297456335732334,-2.306236138563335,2.2668072118584193,2.3542261848629824
125,3.9197858337711975,3.127772923740224,1.9984411743611439,1.334251187335098,0.31405166432172205,0.42888752167168676,0.017337064100455546,-0.04390996895143344,-0.8357662930564269,-0.9416130038211904,1.8696822261378245,2.135130242991,-0.7400755285660325,-0.8126591189780129
126,4.730130092639264,4.999998709767457,0.8018637338845608,0.9751097905970427,0.6427418804650838,0.6092584615521095,0.9873065458334831,0.9445832272012296,2.802929149822088,2.6534356117644506,1.6582453993989288,1.5995701270449665,-2.898519499992382,-2.8153373367074463
127,4.603212088042057,4.172896690844924,1.2065086519928614,0.9647301270862956,0.8099345542871496,0.8794984218452099,-2.410282324327329,-2.4932053336500015,1.3070304070079695,1.377828641708906,-0.5057531665007615,-0.5390774295711631,1.8546167854870925,1.910276325757858
128,3.8677221138849815,3.6943183512066047,0.6050185005948833,0.5038307322783782,0.31483579494278524,0.35523572737408815,0.2213017743664294,0.18078512314826173,-1.5335409034194079,-1.537809532975914,-2.1870745441222286,-2.127745053001128,-2.04119438429126,-2.034174369593182
129,3.63254709735794,2.9625273613185974,1.7590715057636848,1.2773056589985927,0.2819076004588442,0.3943690134241543,1.5148176799936908,1.6453594372554536,1.5816308962899748,1.7541992579445653,-1.2572961546545747,-1.4187924972602077,-0.6919471916854498,-0.7567220037609581
