,b0_true,b0_estimate,lambda_true,lambda_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate
0,2.9171257112359577,3.344240813166719,0.6904607924995694,0.8313244255657566,0.7378859209038774,0.5757602726307386,-0.6125453030200652,-0.6445146911836304,-0.8476152811604236,-0.8214160892916396
1,3.208782590409412,2.7492437842307056,0.4601778213573735,0.1561775777192202,0.8186427560948707,0.94964298581398,-0.9730965646078932,-1.052581774100948,0.6528143153618853,0.7173739351998525
2,3.820184286653375,4.7062450581698965,1.3573078755722885,1.8501299195632035,0.7771793741253149,0.7006661484724073,-2.400368543495436,-2.5117594428654044,-0.9303283320235454,-1.0233148105713452
3,2.387025892006128,2.7384829767748533,1.496698580081039,1.77589275945128,0.9258110503757112,0.8923430961362356,1.544673289086155,1.647111953200397,-1.2634087290387066,-1.3185859735715502
4,4.292689137222502,4.895575059590667,0.7911261117002715,1.0972394588113787,0.3236378981985097,0.3022305612374009,-2.793275619772229,-2.8908531057054097,-1.8313222679811745,-1.8953018808079096
5,4.657336095782932,4.93535723730832,1.2814219288090374,1.2154671519452729,0.1932768275537517,0.142917186673899,-2.6367261406433986,-2.7227433586323526,0.0795741560163068,0.1627992167678251
6,2.463076176744061,2.7471932579753195,0.1243910852828936,0.2243355381697374,0.9596533364886902,0.9248912577855272,0.5058005180816665,0.5692084876227911,2.623182331243737,2.740734878292661
7,2.49086894969333,2.1677873399500425,1.756221051781628,1.491848007621077,0.8892719407450724,0.94193751678363,1.8237245904698467,1.822163194267093,-1.662036379426195,-1.6773522271350805
8,3.089297866691534,3.033673710780518,1.0981394446265984,1.1013151496799245,0.5744896920285005,0.5889306854220833,-0.0454918947166085,-0.0099019773505266,-1.1508689463959645,-1.1382412361528795
9,4.577407491644318,4.4028588695504505,0.5650304543714416,0.5846082123450068,0.2016299346314732,0.266305435342049,-2.6718996992712185,-2.710226304454873,-0.1267978784859742,-0.1211042458676343
