,threshold_true,threshold_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate
0,5.256130658544784,5.989635623924454,0.120998722595475,0.266838520786778,-1.3409858580524014,-1.7414472818085882,3.9365920459790327,5.0
1,5.144937899852513,6.0,0.5427125395937988,0.6545655871961842,-4.039194133134476,-5.0,-2.2556660190129274,-2.843823761188247
2,1.2966365888526492,1.2970268305771266,0.7185992798692641,0.8164800428862221,3.457473772765509,4.928437759276091,0.3988238078856898,0.5269569226959114
3,4.736271988584639,4.862825720005959,0.7188259284255126,0.827468066975435,4.464986621344204,5.0,1.869163690189478,2.170362568723355
4,4.2513134910857895,4.4513274110560666,0.3814298820099318,0.4675871710799344,4.653914395015791,5.0,2.032765628400868,2.408617508163903
5,3.3438863666629226,3.1654093426521857,0.5580454256244777,0.6926133556396022,-1.262709910645824,-1.289992114586072,-0.0393685117520392,-0.0703276708767302
6,5.0837877574233925,4.733077505043677,0.404194004490562,0.551502443917896,1.273964006624696,1.3063533009999455,1.7963933934827725,1.7189361613658298
7,3.051196486171625,3.1967154015075745,0.3575009236611555,0.3797370650058085,0.2078973759239777,0.2315350075386473,3.446622262789111,3.6590737209103112
8,2.7427062114314897,2.536925799055654,0.4597415626640624,0.5698045293131062,-4.818717167108493,-5.0,2.4430362250981963,2.791238254688243
9,2.6077780143664726,2.6537595271464536,0.8084253637554873,0.9719911420171564,3.7616934075121513,5.0,2.214173551650608,3.027365401955339
10,5.301935325206494,4.807229604929847,0.1006393510061272,0.3090524558852091,-4.675110359357291,-5.0,1.9765792057336815,2.3298696626440805
11,3.9376978423486113,5.793113498666542,0.8062737518683528,0.7573796588528297,3.1044137159658214,4.281795873650587,-3.9123189244120593,-5.0
12,3.4950775020258904,3.8912635719564874,0.3111599783541252,0.1446294198656405,-0.0015976012547147,-0.0097283415117944,-1.6762490387063167,-1.705080029980589
13,2.5992073100797284,2.5039507703854484,0.9631803465247838,1.0,-0.1865218604501628,-0.2122205221596108,1.2253469822346497,1.141689659902047
14,0.9613919451410178,0.8900875435714075,0.2429978964745112,0.2937733912894285,-1.0804944263146157,-1.4108075656840018,-1.4787373221601063,-1.5463698287246337
