,threshold_true,threshold_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate
0,4.168967409067299,3.84933528266246,0.3064936695751093,0.3979011329808996,2.86627950881935,2.8579957922060695,2.6076905015614207,2.6196030103951373
1,3.6308986918911352,3.8066051472172306,0.20197348550202077,0.21444222429720178,-1.370738495294535,-1.579501821827605,2.8746423059294184,3.0397343435732527
2,2.91498513579631,4.408509787326286,0.7048516470626142,0.10000000000000048,-2.2066053148571383,-2.0870535841425193,1.5620678840950988,1.4543916649356539
3,4.302937157607335,5.0,0.5174459129753822,0.424823033356476,2.290510845254289,2.4328024106987116,2.119634149022598,2.294448775886844
4,1.116024206472872,4.390770147821137,0.14135613279075723,0.9385271401032341,2.242025841247475,-2.904441123189022,2.4060453066006207,0.3153711577705808
5,4.224150812617157,4.384429643329719,0.6181332656042492,0.5732984389866125,-0.9679591260760018,-0.9449045398068971,1.6684117127771207,1.7006895426819968
6,4.838307088429293,4.467807719831706,0.42947030604993947,1.0,0.3876668153167354,0.40280127553320516,-0.5705455400519399,-0.5845317449338487
7,1.8930997735098327,1.7378541649374153,0.16894606381221125,0.2464649064708368,0.4071028234956354,0.563807915192883,3.0135446780657174,3.1125038954981954
8,1.911890862718673,0.9157314943867696,0.6597214374937806,0.898721436656091,-2.006339271869373,2.7533413388095127,1.3728221160003473,2.82349220932175
9,4.82248158528564,4.431422166348009,0.28397195448920887,0.46231945435985844,-1.9924723184352398,-2.0405802435581686,1.876174841447509,1.9210293815712438
10,3.0634604527552263,3.1910537312195144,0.952301657755212,0.9442301746116277,0.6660543471443089,0.5814956866755658,2.7879132990836526,2.8971069322074623
11,1.3100567259171927,0.5,0.4867159363596375,0.5997159360775935,1.1146293583802394,0.7585834414182572,2.793936397403913,1.6647570296401373
12,4.9000823714241495,4.999929266213746,0.90284303619988,0.8782858707052035,3.1336135665257534,3.131870237320717,-0.11772520223292926,-0.0821618071152235
13,1.6951632531094099,1.6782228534174972,0.35706980831769936,0.4280845532172072,-0.052269349343029736,-0.16399736522968894,-0.5443735019007989,-0.6302423568113846
14,2.25863031969038,2.632824964536332,0.5714622538857386,0.5410432892063959,-2.8510224731588116,-3.0697860017738248,-2.3295774761123234,-2.566850802612092
15,4.223272301348068,4.437749354927533,0.3589348410183815,0.417354229884906,2.9106013758980973,3.1507652385108784,-2.732723653918031,-3.1295150513438577
16,1.9399734858952855,2.272636820984166,0.1859066919552053,0.10000000000000403,2.9005802612878657,2.9574324202897877,1.3004429976533383,1.3819846589738976
17,3.8787549404763,4.095992393184138,0.21428844956672877,0.29718468777762713,-2.969216929267766,-3.5,-1.9128202164178632,-2.3178153401161175
18,1.5817951827353975,1.2973857405506304,0.8148716641563147,0.9090255573330586,-3.395223654119867,-3.5,-3.3923230192565397,-3.4999999373574466
19,1.2805868387108266,1.409135366527601,0.28059320119872616,0.28400967321095916,-3.126392574031481,-3.5,0.6542332341550189,0.775283997309079
20,4.278591763344366,3.3321298311865064,0.7240396517139642,0.9927669836713596,2.782250119293492,2.9176539855737316,3.0445251365915262,3.2035650915843994
21,4.474914513837426,4.14302685239741,0.10879079602014734,0.20876960950310813,-2.197239591035786,-2.1905223159659917,-2.591319096312703,-2.5248797597951347
22,4.98860394761569,5.0,0.5866907675351073,0.665876259117447,-1.9545375456800396,-2.0647093188764774,-2.795112040140267,-2.9479441561306756
23,1.441015804309753,1.6005298160687784,0.45482326215939306,0.5389050350826083,2.026945505337066,2.7259970846736916,1.6816277400268427,3.5
24,1.7873983713671657,2.13544842802171,0.2356734672620477,0.10000000000000003,-1.5583937341507244,-1.4624838484831175,1.6578576114682608,1.5885150565670851
25,1.0626219305933544,1.0374296017797013,0.26354834070085126,0.351666813456593,1.148002136618052,3.5,-0.6729297993812897,-0.88842693542809
26,1.26377438843315,1.5750868140205625,0.7762052845351689,0.7568780069960209,-3.2068788458237583,-3.5,-2.5494055407379026,-2.9745741243524764
27,2.324610273713419,2.4054498511312614,0.4904893303258197,0.5215217102661469,-2.3770661862416196,-2.417677971741859,0.6737148882522822,0.6060882684261816
28,3.376608376571756,3.089714486641524,0.773212662209224,1.0,0.7832602526225199,0.7602704526221375,0.557087605011475,0.5726756159519706
29,2.2661552611376754,2.3647918734217193,0.6532534130004201,0.7177053628851899,0.07311714744770381,0.10328309249209543,2.8326311364781054,3.5
30,3.286969647388209,3.6405311038905976,0.5554708335939416,0.5174254952930551,2.7125014267485414,2.9937863072117024,2.1708762620868773,2.27039469726205
