,threshold_true,threshold_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate,mu3_true,mu3_estimate
98,1.9843476693502053,1.9360075028208183,0.19777144686072307,0.2875678273082516,-2.2860959673328383,-2.8344486517058862,-4.011140925080897,-5.0,1.9424986536188404,2.5511631397428056
99,2.737392493043803,2.894464499459965,0.8581548327940995,0.9951019576896224,0.018992067168236426,0.20650385392194925,-3.5954255303855187,-5.0,3.646508202769425,4.974050781985595
100,0.8514514759187715,0.9198814354656162,0.47676552995249494,0.504671741448141,-2.045288609075613,-3.2551094818723847,-0.9802605632993633,-1.4603855918469943,-4.97006472236755,-4.987926734217425
101,2.414474865768805,2.282372843191693,0.4526115109414903,0.5320041456049821,-0.12934519518572718,-0.24380469098605995,4.633108022655739,5.0,2.2303326670374135,2.4206084618605606
102,1.8414298588816698,2.269009094067183,0.9498997896346232,1.0,3.590408098839756,5.0,-3.3638859024823864,-4.615317570140795,-2.3003032180404617,-3.3456658238716557
103,5.650513016497856,5.857143558782281,0.6772103900705471,0.8315445037856053,-2.6116695108632806,-3.1949897908038367,-4.307214166162901,-5.0,-3.8196298614656543,-4.807453759322553
104,3.4934458069309717,3.513784101008765,0.4591826427457248,0.5010978280553224,3.1330969485561377,3.165436854344865,0.9054582457066229,0.9419713641694973,-1.127574408629567,-1.2566360080672647
105,2.084646577235541,2.254508746048572,0.6167334555624239,0.6348410960895656,1.2498549633917932,1.4917756358002583,2.286130469015114,2.5542940675921555,-2.9418906589481777,-3.125533768047247
106,5.2530287644314,5.915344938681318,0.9744952112152446,1.0,-4.373746598044184,-5.0,4.569578243580706,5.0,0.0027993485220656478,-0.032371236428788225
107,5.9832070142288885,5.9808373483101365,0.9613184331893453,1.0,-2.1559467994230097,-2.1896073698343512,1.846890713089443,1.8372097017512834,3.0502227377816507,3.1243127771799624
108,1.660459072870843,1.2678761207961173,0.5403006029179755,0.6461478696995689,1.9531734402807521,2.8345727300219137,4.411705977304166,4.991644977556585,-4.446137405228692,-4.972532702725968
