,threshold_true,threshold_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate,mu3_true,mu3_estimate
151,4.317812939722631,4.709473322884909,0.6859033660478203,0.7379314145877195,-5.118790696090301,-6.0,-4.212503557297433,-5.2159486937496125,-0.800784750475831,-1.137885808526994
152,2.149208264614307,2.032373643815377,0.6797298066986823,0.7171748900916719,-4.7060705842413295,-5.036027532067724,0.27432551440141,0.2374334634040835,5.974911280330939,6.0
153,4.615290904871756,4.637741658090077,0.5603261780945019,0.627579151029938,5.885042334484904,6.0,-2.627034111295729,-2.8687211544470608,-5.459742041589205,-6.0
154,3.9067747548267735,4.276174060523485,0.5308106587856778,0.6303831584382962,-3.667636878843038,-4.497097177130449,4.043664255349995,5.195035370724193,4.379178075519917,5.515799036957654
155,4.6978691300804485,4.994004764061931,0.1502181031465007,0.1100911021714748,-1.9604530723038105,-2.03580076348172,2.698196485145475,2.7852029315471434,-1.757305670497649,-1.6742687467169934
156,2.3850106087553424,2.435633389904968,0.7010638642234054,0.7133263007224925,3.8513612190221584,4.159480499175453,2.523072968067602,2.560351619493191,-5.676824839006093,-6.0
157,3.7711227639672193,3.552799036011163,0.2177622782864655,0.3194691527000335,-4.473383113129225,-5.313875190558174,3.429151824466966,4.276953959639354,-5.122536882482869,-6.0
158,5.2468242952940685,5.255825903255906,0.4514693373296961,0.5368752995340061,-5.142582553589834,-6.0,-5.104353197227212,-5.492817202734385,1.954745298254266,2.446566759790529
159,3.955504267866044,4.8848556393855205,0.348050062558884,0.442981793006342,-2.710919241093156,-4.503431342285347,3.950331797333517,6.0,4.285198576073985,6.0
160,4.2839664194271005,4.986365085991271,0.8555637003658162,0.8723189554486008,0.6245259998763997,0.5879754276886475,-2.908685601119924,-3.5916002776829714,4.971751001553897,5.793220507153887
161,4.500639725542119,4.029446448819108,0.649975552545591,0.7475526299358252,4.1069967443185575,4.288796601741548,-0.8490848520606522,-0.8626035606531282,3.5863325740217173,3.64236434784337
162,2.394737185621742,2.3659712759337324,0.1178122384439567,0.1604906866617208,-5.921269957671612,-6.0,0.5122572660539504,0.724517831956499,-0.6341650673560912,-0.1912162254355569
163,2.518849781819611,2.602507556294228,0.8034527403263492,0.8562668496538082,-2.807916785020618,-3.5993604320485564,3.0073416294405053,3.0679808391483414,3.979400989350347,4.505107546110834
164,1.262893353499655,1.2151000047216958,0.9292963063235689,0.9676519030727534,5.359333453959279,6.0,-4.1053397658055335,-5.775463972396947,-1.581968544534612,-1.9149646791506667
165,1.5349706235218064,1.7191421912062332,0.4870487060361423,0.4940487463766062,-0.3963239677568015,-0.3395424654251419,0.5166601863158355,0.7224811654372435,3.8208820472286393,4.450764809961646
166,2.0035196946774465,1.94214330099152,0.2415141073848794,0.2879149058014693,-1.4854447223067568,-1.5132715622380948,3.6108489062949984,4.024825239363454,-2.8566799043609064,-3.0826735293718546
167,1.7607220594056423,1.9508814326534447,0.6179692316358951,0.6539402213446444,4.943748970467913,6.0,3.2970739157281668,4.347507358215967,3.810699771940821,4.882568606852394
168,1.9570584958186967,2.227142517204833,0.4720373203191356,0.4497560418874748,-0.1028978437188024,-0.1526391484652828,-5.639942778026583,-6.0,1.178774507548896,1.4870708289782784
169,5.733696582015133,5.780832160805099,0.5270165523312557,0.559883969999809,3.24359146506456,3.459177225059748,-5.664624004250255,-6.0,4.101641203412818,4.603878005087978
170,0.7467381270646531,0.6978438803616174,0.8971588932092902,0.9285464333625904,3.2940425753129667,4.928201964967064,0.798079892428738,0.7027187888558394,2.611749909757536,3.6511691995524087
171,4.9192062973408985,5.037607975164155,0.4806257755837348,0.4625438799276136,-3.4211517021549622,-3.3772475637101365,2.861628216638293,2.9475930181083214,-2.329798727223134,-1.835488157715336
172,1.6874998082524415,1.5480050958631797,0.2989703286907822,0.3299189719954975,-5.548202275034247,-6.0,-3.2726442229265293,-3.0874753844041094,3.1623552258144683,3.5944483718775704
173,1.064818281018168,0.8246419343409601,0.5340230886999603,0.5965689598626404,-4.231705383779263,-5.0068228339069805,3.5090972848918383,4.377178917863006,-0.0754161002188524,-0.0435544922133934
174,0.9925775292175428,0.7974751534796317,0.4861723396463946,0.5230124775120681,-1.2112879276493174,-1.7072008626782738,-2.523620254019313,-2.3817699938077257,-5.838900086728328,-6.0
175,2.809811050910669,3.2390861153214474,0.4874864731594973,0.5060529754101274,3.4109519593899407,4.0855689192521405,4.8028156433291205,5.3314759342411975,-2.9003803419701284,-3.397695189913526
176,2.868134280753059,3.2736977797546856,0.2236307333001383,0.1528385370638132,0.182869216747556,0.1708398139970987,0.0398014048340766,-0.0507772795372871,1.9527071929968425,2.156816542287473
177,2.2093943945623846,2.485898801304012,0.5991107754097752,0.5213272367474717,0.5456621428893742,0.5278501291337766,1.5475819292599238,1.8304878003266007,-4.257412783895538,-3.544375627649072
178,5.8009428906946665,4.834411027166081,0.2866940228954303,0.5206278871515262,-1.4272932119464388,-1.2399926430397954,0.2901019885800093,0.2651042219069396,2.3600392804078703,2.2061991944360457
179,5.69966769164219,5.279535413963084,0.4045643344177301,0.5193527670569732,-0.1525048742750288,-0.1950141474047836,-5.952012000581259,-6.0,-2.8101145043037863,-3.204460279017612
180,0.9340112084617556,0.7125778897291426,0.4390162901154568,0.5081244117065599,0.7543536873828609,1.1872673711073565,2.338965452965632,2.6536082052704946,3.433251205619454,3.516077753408453
181,0.5384461585920238,0.6387066828853091,0.2065486595047249,0.2261190232295593,-2.4209870310302684,-4.682913432739525,-5.629059240886882,-6.0,3.825470754833212,6.0
182,2.387927644882995,2.2546269493982303,0.4234378104846866,0.5468114221243889,3.2876288595471257,4.144655692732663,-0.7273692845244595,-1.1803170989052962,-1.2313611934272863,-1.9715718571040324
183,2.2310070758157767,2.312154352723208,0.4812516735386736,0.5067034794023518,-5.639617277054279,-6.0,4.253822203538483,4.388458992356649,3.287360969260828,4.334288237948469
184,2.137424695294748,1.7397554010716865,0.5847655475304478,0.6856450415086635,-4.160589739457208,-5.616256084082984,5.028729810438811,6.0,1.5758869018732398,2.118554884406505
185,0.9137943200989438,0.7581993097922618,0.4169295502028611,0.4685874901085598,-5.176182277375665,-6.0,3.461474636769202,6.0,-2.162324670012663,-1.701897725135783
